date,Survey,Catch,separate
2021-08-12,Lower Feather RST,0,Other Rotary Screw Traps
2021-08-12,Lower Sac RST,0,Other Rotary Screw Traps
2021-08-12,Sac Beach Seines,0,Other Rotary Screw Traps
2021-08-12,Sac Trawls,0,Other Rotary Screw Traps
2021-08-12,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-08-12,RBDD Daily,13777,Red Bluff Diversion Dam
2021-08-13,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-08-13,Knights Landing RST,0,Other Rotary Screw Traps
2021-08-13,Lower Feather RST,0,Other Rotary Screw Traps
2021-08-13,Lower Sac RST,0,Other Rotary Screw Traps
2021-08-13,Sac Beach Seines,0,Other Rotary Screw Traps
2021-08-13,Sac Trawls,0,Other Rotary Screw Traps
2021-08-13,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-08-13,RBDD Daily,14933,Red Bluff Diversion Dam
2021-08-14,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-08-14,Knights Landing RST,0,Other Rotary Screw Traps
2021-08-14,Lower Feather RST,0,Other Rotary Screw Traps
2021-08-14,Lower Sac RST,0,Other Rotary Screw Traps
2021-08-14,Sac Beach Seines,0,Other Rotary Screw Traps
2021-08-14,Sac Trawls,0,Other Rotary Screw Traps
2021-08-14,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-08-14,RBDD Daily,16175,Red Bluff Diversion Dam
2021-08-15,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-08-15,Knights Landing RST,0,Other Rotary Screw Traps
2021-08-15,Lower Feather RST,0,Other Rotary Screw Traps
2021-08-15,Lower Sac RST,0,Other Rotary Screw Traps
2021-08-15,Sac Beach Seines,0,Other Rotary Screw Traps
2021-08-15,Sac Trawls,0,Other Rotary Screw Traps
2021-08-15,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-08-15,RBDD Daily,17068,Red Bluff Diversion Dam
2021-08-16,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-08-16,Knights Landing RST,0,Other Rotary Screw Traps
2021-08-16,Lower Feather RST,0,Other Rotary Screw Traps
2021-08-16,Lower Sac RST,0,Other Rotary Screw Traps
2021-08-16,Sac Beach Seines,0,Other Rotary Screw Traps
2021-08-16,Sac Trawls,0,Other Rotary Screw Traps
2021-08-16,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-08-16,RBDD Daily,17804,Red Bluff Diversion Dam
2021-08-17,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-08-17,Knights Landing RST,0,Other Rotary Screw Traps
2021-08-17,Lower Feather RST,0,Other Rotary Screw Traps
2021-08-17,Lower Sac RST,0,Other Rotary Screw Traps
2021-08-17,Sac Beach Seines,0,Other Rotary Screw Traps
2021-08-17,Sac Trawls,0,Other Rotary Screw Traps
2021-08-17,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-08-17,RBDD Daily,18554,Red Bluff Diversion Dam
2021-08-18,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-08-18,Knights Landing RST,0,Other Rotary Screw Traps
2021-08-18,Lower Feather RST,0,Other Rotary Screw Traps
2021-08-18,Lower Sac RST,0,Other Rotary Screw Traps
2021-08-18,Sac Beach Seines,0,Other Rotary Screw Traps
2021-08-18,Sac Trawls,0,Other Rotary Screw Traps
2021-08-18,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-08-18,RBDD Daily,19513,Red Bluff Diversion Dam
2021-08-19,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-08-19,Knights Landing RST,0,Other Rotary Screw Traps
2021-08-19,Lower Feather RST,0,Other Rotary Screw Traps
2021-08-19,Lower Sac RST,0,Other Rotary Screw Traps
2021-08-19,Sac Beach Seines,0,Other Rotary Screw Traps
2021-08-19,Sac Trawls,0,Other Rotary Screw Traps
2021-08-19,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-08-19,RBDD Daily,20824,Red Bluff Diversion Dam
2021-08-20,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-08-20,Knights Landing RST,0,Other Rotary Screw Traps
2021-08-20,Lower Feather RST,0,Other Rotary Screw Traps
2021-08-20,Lower Sac RST,0,Other Rotary Screw Traps
2021-08-20,Sac Beach Seines,0,Other Rotary Screw Traps
2021-08-20,Sac Trawls,0,Other Rotary Screw Traps
2021-08-20,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-08-20,RBDD Daily,21775,Red Bluff Diversion Dam
2021-08-21,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-08-21,Knights Landing RST,0,Other Rotary Screw Traps
2021-08-21,Lower Feather RST,0,Other Rotary Screw Traps
2021-08-21,Lower Sac RST,0,Other Rotary Screw Traps
2021-08-21,Sac Beach Seines,0,Other Rotary Screw Traps
2021-08-21,Sac Trawls,0,Other Rotary Screw Traps
2021-08-21,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-08-21,RBDD Daily,22884,Red Bluff Diversion Dam
2021-08-22,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-08-22,Knights Landing RST,0,Other Rotary Screw Traps
2021-08-22,Lower Feather RST,0,Other Rotary Screw Traps
2021-08-22,Lower Sac RST,0,Other Rotary Screw Traps
2021-08-22,Sac Beach Seines,0,Other Rotary Screw Traps
2021-08-22,Sac Trawls,0,Other Rotary Screw Traps
2021-08-22,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-08-22,RBDD Daily,23814,Red Bluff Diversion Dam
2021-08-23,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-08-23,Knights Landing RST,0,Other Rotary Screw Traps
2021-08-23,Lower Feather RST,0,Other Rotary Screw Traps
2021-08-23,Lower Sac RST,0,Other Rotary Screw Traps
2021-08-23,Sac Beach Seines,0,Other Rotary Screw Traps
2021-08-23,Sac Trawls,0,Other Rotary Screw Traps
2021-08-23,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-08-23,RBDD Daily,24638,Red Bluff Diversion Dam
2021-08-24,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-08-24,Knights Landing RST,0,Other Rotary Screw Traps
2021-08-24,Lower Feather RST,0,Other Rotary Screw Traps
2021-08-24,Lower Sac RST,0,Other Rotary Screw Traps
2021-08-24,Sac Beach Seines,0,Other Rotary Screw Traps
2021-08-24,Sac Trawls,0,Other Rotary Screw Traps
2021-08-24,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-08-24,RBDD Daily,25826,Red Bluff Diversion Dam
2021-08-25,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-08-25,Knights Landing RST,0,Other Rotary Screw Traps
2021-08-25,Lower Feather RST,0,Other Rotary Screw Traps
2021-08-25,Lower Sac RST,0,Other Rotary Screw Traps
2021-08-25,Sac Beach Seines,0,Other Rotary Screw Traps
2021-08-25,Sac Trawls,0,Other Rotary Screw Traps
2021-08-25,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-08-25,RBDD Daily,27122,Red Bluff Diversion Dam
2021-08-26,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-08-26,Knights Landing RST,0,Other Rotary Screw Traps
2021-08-26,Lower Feather RST,0,Other Rotary Screw Traps
2021-08-26,Lower Sac RST,0,Other Rotary Screw Traps
2021-08-26,Sac Beach Seines,0,Other Rotary Screw Traps
2021-08-26,Sac Trawls,0,Other Rotary Screw Traps
2021-08-26,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-08-26,RBDD Daily,27873,Red Bluff Diversion Dam
2021-08-27,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-08-27,Knights Landing RST,0,Other Rotary Screw Traps
2021-08-27,Lower Feather RST,0,Other Rotary Screw Traps
2021-08-27,Lower Sac RST,0,Other Rotary Screw Traps
2021-08-27,Sac Beach Seines,0,Other Rotary Screw Traps
2021-08-27,Sac Trawls,0,Other Rotary Screw Traps
2021-08-27,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-08-27,RBDD Daily,29120,Red Bluff Diversion Dam
2021-08-28,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-08-28,Knights Landing RST,0,Other Rotary Screw Traps
2021-08-28,Lower Feather RST,0,Other Rotary Screw Traps
2021-08-28,Lower Sac RST,0,Other Rotary Screw Traps
2021-08-28,Sac Beach Seines,0,Other Rotary Screw Traps
2021-08-28,Sac Trawls,0,Other Rotary Screw Traps
2021-08-28,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-08-28,RBDD Daily,30284,Red Bluff Diversion Dam
2021-08-29,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-08-29,Knights Landing RST,0,Other Rotary Screw Traps
2021-08-29,Lower Feather RST,0,Other Rotary Screw Traps
2021-08-29,Lower Sac RST,0,Other Rotary Screw Traps
2021-08-29,Sac Beach Seines,0,Other Rotary Screw Traps
2021-08-29,Sac Trawls,0,Other Rotary Screw Traps
2021-08-29,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-08-29,RBDD Daily,31173,Red Bluff Diversion Dam
2021-08-30,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-08-30,Knights Landing RST,0,Other Rotary Screw Traps
2021-08-30,Lower Feather RST,0,Other Rotary Screw Traps
2021-08-30,Lower Sac RST,0,Other Rotary Screw Traps
2021-08-30,Sac Beach Seines,0,Other Rotary Screw Traps
2021-08-30,Sac Trawls,0,Other Rotary Screw Traps
2021-08-30,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-08-30,RBDD Daily,33317,Red Bluff Diversion Dam
2021-08-31,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-08-31,Knights Landing RST,0,Other Rotary Screw Traps
2021-08-31,Lower Feather RST,0,Other Rotary Screw Traps
2021-08-31,Lower Sac RST,0,Other Rotary Screw Traps
2021-08-31,Sac Beach Seines,0,Other Rotary Screw Traps
2021-08-31,Sac Trawls,0,Other Rotary Screw Traps
2021-08-31,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-08-31,RBDD Daily,35725,Red Bluff Diversion Dam
2021-09-01,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-09-01,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-01,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-01,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-01,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-01,Sac Trawls,0,Other Rotary Screw Traps
2021-09-01,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-01,RBDD Daily,39790,Red Bluff Diversion Dam
2021-09-02,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-09-02,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-02,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-02,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-02,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-02,Sac Trawls,0,Other Rotary Screw Traps
2021-09-02,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-02,RBDD Daily,42302,Red Bluff Diversion Dam
2021-09-03,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-09-03,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-03,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-03,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-03,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-03,Sac Trawls,0,Other Rotary Screw Traps
2021-09-03,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-03,RBDD Daily,45633,Red Bluff Diversion Dam
2021-09-04,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-09-04,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-04,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-04,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-04,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-04,Sac Trawls,0,Other Rotary Screw Traps
2021-09-04,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-04,RBDD Daily,49478,Red Bluff Diversion Dam
2021-09-05,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-09-05,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-05,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-05,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-05,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-05,Sac Trawls,0,Other Rotary Screw Traps
2021-09-05,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-05,RBDD Daily,54288,Red Bluff Diversion Dam
2021-09-06,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-09-06,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-06,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-06,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-06,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-06,Sac Trawls,0,Other Rotary Screw Traps
2021-09-06,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-06,RBDD Daily,59339,Red Bluff Diversion Dam
2021-09-07,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-09-07,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-07,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-07,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-07,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-07,Sac Trawls,0,Other Rotary Screw Traps
2021-09-07,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-07,RBDD Daily,67441,Red Bluff Diversion Dam
2021-09-08,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-09-08,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-08,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-08,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-08,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-08,Sac Trawls,0,Other Rotary Screw Traps
2021-09-08,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-08,RBDD Daily,75599,Red Bluff Diversion Dam
2021-09-09,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-09-09,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-09,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-09,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-09,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-09,Sac Trawls,0,Other Rotary Screw Traps
2021-09-09,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-09,RBDD Daily,84075,Red Bluff Diversion Dam
2021-09-10,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-09-10,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-10,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-10,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-10,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-10,Sac Trawls,0,Other Rotary Screw Traps
2021-09-10,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-10,RBDD Daily,90036,Red Bluff Diversion Dam
2021-09-11,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-09-11,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-11,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-11,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-11,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-11,Sac Trawls,0,Other Rotary Screw Traps
2021-09-11,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-11,RBDD Daily,99686,Red Bluff Diversion Dam
2021-09-12,Tisdale Weir RST,1,Other Rotary Screw Traps
2021-09-12,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-12,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-12,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-12,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-12,Sac Trawls,0,Other Rotary Screw Traps
2021-09-12,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-12,RBDD Daily,107987,Red Bluff Diversion Dam
2021-09-13,Tisdale Weir RST,1,Other Rotary Screw Traps
2021-09-13,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-13,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-13,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-13,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-13,Sac Trawls,0,Other Rotary Screw Traps
2021-09-13,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-13,RBDD Daily,117891,Red Bluff Diversion Dam
2021-09-14,Tisdale Weir RST,1,Other Rotary Screw Traps
2021-09-14,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-14,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-14,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-14,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-14,Sac Trawls,0,Other Rotary Screw Traps
2021-09-14,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-14,RBDD Daily,128103,Red Bluff Diversion Dam
2021-09-15,Tisdale Weir RST,1,Other Rotary Screw Traps
2021-09-15,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-15,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-15,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-15,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-15,Sac Trawls,0,Other Rotary Screw Traps
2021-09-15,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-15,RBDD Daily,134977,Red Bluff Diversion Dam
2021-09-16,Tisdale Weir RST,2,Other Rotary Screw Traps
2021-09-16,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-16,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-16,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-16,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-16,Sac Trawls,0,Other Rotary Screw Traps
2021-09-16,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-16,RBDD Daily,142292,Red Bluff Diversion Dam
2021-09-17,Tisdale Weir RST,2,Other Rotary Screw Traps
2021-09-17,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-17,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-17,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-17,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-17,Sac Trawls,0,Other Rotary Screw Traps
2021-09-17,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-17,RBDD Daily,149120,Red Bluff Diversion Dam
2021-09-18,Tisdale Weir RST,2,Other Rotary Screw Traps
2021-09-18,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-18,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-18,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-18,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-18,Sac Trawls,0,Other Rotary Screw Traps
2021-09-18,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-18,RBDD Daily,156473,Red Bluff Diversion Dam
2021-09-19,Tisdale Weir RST,2,Other Rotary Screw Traps
2021-09-19,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-19,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-19,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-19,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-19,Sac Trawls,0,Other Rotary Screw Traps
2021-09-19,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-19,RBDD Daily,163333,Red Bluff Diversion Dam
2021-09-20,Tisdale Weir RST,2,Other Rotary Screw Traps
2021-09-20,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-20,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-20,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-20,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-20,Sac Trawls,0,Other Rotary Screw Traps
2021-09-20,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-20,RBDD Daily,170693,Red Bluff Diversion Dam
2021-09-21,Tisdale Weir RST,2,Other Rotary Screw Traps
2021-09-21,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-21,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-21,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-21,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-21,Sac Trawls,0,Other Rotary Screw Traps
2021-09-21,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-21,RBDD Daily,178975,Red Bluff Diversion Dam
2021-09-22,Tisdale Weir RST,3,Other Rotary Screw Traps
2021-09-22,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-22,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-22,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-22,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-22,Sac Trawls,0,Other Rotary Screw Traps
2021-09-22,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-22,RBDD Daily,187881,Red Bluff Diversion Dam
2021-09-23,Tisdale Weir RST,3,Other Rotary Screw Traps
2021-09-23,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-23,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-23,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-23,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-23,Sac Trawls,0,Other Rotary Screw Traps
2021-09-23,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-23,RBDD Daily,199013,Red Bluff Diversion Dam
2021-09-24,Tisdale Weir RST,5,Other Rotary Screw Traps
2021-09-24,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-24,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-24,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-24,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-24,Sac Trawls,0,Other Rotary Screw Traps
2021-09-24,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-24,RBDD Daily,210156,Red Bluff Diversion Dam
2021-09-25,Tisdale Weir RST,5,Other Rotary Screw Traps
2021-09-25,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-25,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-25,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-25,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-25,Sac Trawls,0,Other Rotary Screw Traps
2021-09-25,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-25,RBDD Daily,223490,Red Bluff Diversion Dam
2021-09-26,Tisdale Weir RST,5,Other Rotary Screw Traps
2021-09-26,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-26,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-26,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-26,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-26,Sac Trawls,0,Other Rotary Screw Traps
2021-09-26,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-26,RBDD Daily,233968,Red Bluff Diversion Dam
2021-09-27,Tisdale Weir RST,5,Other Rotary Screw Traps
2021-09-27,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-27,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-27,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-27,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-27,Sac Trawls,0,Other Rotary Screw Traps
2021-09-27,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-27,RBDD Daily,248245,Red Bluff Diversion Dam
2021-09-28,Tisdale Weir RST,7,Other Rotary Screw Traps
2021-09-28,Knights Landing RST,0,Other Rotary Screw Traps
2021-09-28,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-28,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-28,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-28,Sac Trawls,0,Other Rotary Screw Traps
2021-09-28,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-28,RBDD Daily,267191,Red Bluff Diversion Dam
2021-09-29,Tisdale Weir RST,12,Other Rotary Screw Traps
2021-09-29,Knights Landing RST,1,Other Rotary Screw Traps
2021-09-29,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-29,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-29,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-29,Sac Trawls,0,Other Rotary Screw Traps
2021-09-29,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-29,RBDD Daily,282540,Red Bluff Diversion Dam
2021-09-30,Tisdale Weir RST,12,Other Rotary Screw Traps
2021-09-30,Knights Landing RST,2,Other Rotary Screw Traps
2021-09-30,Lower Feather RST,0,Other Rotary Screw Traps
2021-09-30,Lower Sac RST,0,Other Rotary Screw Traps
2021-09-30,Sac Beach Seines,0,Other Rotary Screw Traps
2021-09-30,Sac Trawls,0,Other Rotary Screw Traps
2021-09-30,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-09-30,RBDD Daily,300104,Red Bluff Diversion Dam
2021-10-01,Tisdale Weir RST,15,Other Rotary Screw Traps
2021-10-01,Knights Landing RST,2,Other Rotary Screw Traps
2021-10-01,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-01,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-01,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-01,Sac Trawls,0,Other Rotary Screw Traps
2021-10-01,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-01,RBDD Daily,314391,Red Bluff Diversion Dam
2021-10-02,Tisdale Weir RST,15,Other Rotary Screw Traps
2021-10-02,Knights Landing RST,2,Other Rotary Screw Traps
2021-10-02,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-02,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-02,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-02,Sac Trawls,0,Other Rotary Screw Traps
2021-10-02,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-02,RBDD Daily,331243,Red Bluff Diversion Dam
2021-10-03,Tisdale Weir RST,16,Other Rotary Screw Traps
2021-10-03,Knights Landing RST,2,Other Rotary Screw Traps
2021-10-03,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-03,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-03,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-03,Sac Trawls,0,Other Rotary Screw Traps
2021-10-03,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-03,RBDD Daily,345167,Red Bluff Diversion Dam
2021-10-04,Tisdale Weir RST,18,Other Rotary Screw Traps
2021-10-04,Knights Landing RST,2,Other Rotary Screw Traps
2021-10-04,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-04,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-04,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-04,Sac Trawls,0,Other Rotary Screw Traps
2021-10-04,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-04,RBDD Daily,356710,Red Bluff Diversion Dam
2021-10-05,Tisdale Weir RST,18,Other Rotary Screw Traps
2021-10-05,Knights Landing RST,2,Other Rotary Screw Traps
2021-10-05,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-05,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-05,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-05,Sac Trawls,0,Other Rotary Screw Traps
2021-10-05,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-05,RBDD Daily,369574,Red Bluff Diversion Dam
2021-10-06,Tisdale Weir RST,18,Other Rotary Screw Traps
2021-10-06,Knights Landing RST,2,Other Rotary Screw Traps
2021-10-06,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-06,Lower Sac RST,0,Other Rotary Screw Traps
